Address,SourceEUI(kBtu/sf),SecondLargestPropertyUseType,PrimaryPropertyType,State,NaturalGas(therms),Electricity(kBtu),SiteEUIWN(kBtu/sf),ThirdLargestPropertyUseTypeGFA,SiteEnergyUseWN(kBtu),TaxParcelIdentificationNumber,Neighborhood,Outlier,BuildingType,DefaultData,City,PropertyGFABuilding(s),SteamUse(kBtu),PropertyName,ListOfAllPropertyUseTypes,YearBuilt,GHGEmissionsIntensity,CouncilDistrictCode,Longitude,LargestPropertyUseTypeGFA,PropertyGFAParking,SiteEUI(kBtu/sf),Latitude,SourceEUIWN(kBtu/sf),ZipCode,PropertyGFATotal,NumberofFloors,YearsENERGYSTARCertified,NaturalGas(kBtu),LargestPropertyUseType,OSEBuildingID,Electricity(kWh),ENERGYSTARScore,DataYear,ComplianceStatus,ThirdLargestPropertyUseType,NumberofBuildings,SecondLargestPropertyUseTypeGFA
3401 Colorado Ave. S.,130.1000061,,Warehouse,WA,0.0,1386445.0,41.40000153,,1386445.375,7666207605,GREATER DUWAMISH,,NonResidential,False,Seattle,33462,0.0,3401 Colorado Ave S. Whse,Non-Refrigerated Warehouse,1964,0.29,2,-122.33735,33462.0,0,41.40000153,47.57339,130.1000061,98134.0,33462,1.0,,0.0,Non-Refrigerated Warehouse,24958,406343.8125,1.0,2016,Compliant,,1.0,
220 S Dawson St,114.0,,Small- and Mid-Sized Office,WA,1683.709839,1890584.0,40.0,,2145554.75,3573700330,GREATER DUWAMISH,,NonResidential,False,Seattle,53620,0.0,McKinstry SEA - 220 S Dawson Office,Office,1948,0.41,2,-122.33186,53620.0,0,38.40000153,47.5563,117.40000149999999,98134.0,53620,1.0,2016,168371.0,Office,595,554098.5,86.0,2016,Compliant,,1.0,
800 Occidental Ave. South,104.6999969,Parking,Other,WA,103175.1797,49439914.0,39.20000076,,62160304.0,7666204876,GREATER DUWAMISH,,NonResidential,False,Seattle,1258280,0.0,CenturyLink,"Other - Entertainment/Public Assembly, Parking",1999,0.56,2,-122.33158999999999,1585960.0,327680,37.70000076,47.59544,106.3000031,98134.0,1585960,6.0,,10317518.0,Other - Entertainment/Public Assembly,245,14490010.0,,2016,Compliant,,1.0,0.0
1916 BOREN AVE,19.5,,Small- and Mid-Sized Office,WA,0.0,133885.0,7.5,,161886.0,660002170,DOWNTOWN,Low Outlier,NonResidential,No,SEATTLE,21600,0.0,1916 Boren Building,Office,1929,0.02,7,-122.33278228,21600.0,0,6.2,47.61753888,23.5,98101,21600,3.0,,0.0,Office,19656,39238.0,,2015,Compliant,,1.0,
1725 Westlake Ave. N,124.09999850000001,Parking,Small- and Mid-Sized Office,WA,5161.609863000001,949635.0,56.0,,1589657.75,8807900390,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,30109,0.0,McHugh,"Office, Parking",1920,1.13,7,-122.34078000000001,28400.0,0,51.59999847,47.63439,128.6999969,98109.0,30109,3.0,,516161.0,Office,26146,278322.0,89.0,2016,Compliant,,1.0,7200.0
804 9th Ave.,151.3999939,,Residence Hall,WA,5132.909668,1218944.0,92.0,,4056815.5,8590900085,EAST,,NonResidential,False,Seattle,44086,1920474.25,St. James Cathedral & Rectory,Residence Hall/Dormitory,1904,4.17,3,-122.32585,44091.0,0,82.80000305,47.6073,163.1999969,98104.0,44086,1.0,,513291.0,Residence Hall/Dormitory,23297,357251.9063,29.0,2016,Compliant,,1.0,
921 Terry Ave.,505.79998780000005,Parking,Mixed Use Property,WA,0.0,10145313.0,207.3000031,17020.0,15684371.0,1979200290,EAST,,NonResidential,False,Seattle,90439,5327802.5,Central Seattle,"Data Center, Medical Office, Non-Refrigerated Warehouse, Office, Other, Parking",1983,4.83,3,-122.32637,40174.0,9341,204.5,47.60845,504.29998780000005,98104.0,99780,6.0,,0.0,Medical Office,96,2973421.25,,2016,Compliant,Office,1.0,20868.0
207 Pontius Ave N,154.1999969,Parking,Hotel,WA,8934.120117,2812688.0,59.79999924,,3787499.0,2467400430,LAKE UNION,,NonResidential,False,Seattle,63371,0.0,SCCA - ALLIANCE HOUSE,"Hotel, Parking",2008,0.8,7,-122.33211000000001,63371.0,20732,58.5,47.61988,156.6999969,98109.0,84103,6.0,,893412.0,Hotel,86,824351.625,74.0,2016,Compliant,,1.0,20732.0
900 Poplar Pl S.,100.3000031,Other,Small- and Mid-Sized Office,WA,14752.519530000001,1705793.0,52.09999847,,3586460.5,7132800055,GREATER DUWAMISH,,NonResidential,False,Seattle,65430,0.0,Poplar Building,"Office, Other",1970,1.38,3,-122.31123999999998,60732.0,0,46.20000076,47.59388,107.59999850000001,98144.0,65430,1.0,,1475252.0,Office,564,499939.4063,89.0,2016,Compliant,,1.0,8142.0
651 S. Industrial Way,88.30000305,,Warehouse,WA,2219.050049,841364.0,33.59999847,,1092979.75,7376600060,GREATER DUWAMISH,,NonResidential,False,Seattle,35046,0.0,L&W Food Corporation,Non-Refrigerated Warehouse,1974,0.5,2,-122.3248,32546.0,0,32.70000076,47.56501,88.69999695,98108.0,35046,1.0,,221905.0,Non-Refrigerated Warehouse,27554,246589.7031,100.0,2016,Compliant,,1.0,
700 5th Ave N.,150.5,Parking,Hotel,WA,37494.98828,4197462.0,70.5,,8016521.0,5458300285,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,148022,0.0,Hampton Inn Seattle Center,"Hotel, Parking",1996,1.41,7,-122.3467,113702.0,14200,69.90000153,47.62614,151.1999969,98109.0,162222,4.0,,3749499.0,Hotel,168,1230205.625,76.0,2016,Compliant,,1.0,32692.0
123 N. 79th St.,51.29999924,,Small- and Mid-Sized Office,WA,5908.160156,179517.0,37.90000153,,875049.6875,1646500985,NORTHWEST,,NonResidential,False,Seattle,20678,0.0,St. John Egan Hall,Office,1960,1.58,6,-122.35673999999999,23100.0,0,33.29999924,47.68602,56.59999847,98103.0,20678,1.0,,590816.0,Office,20916,52613.39844,98.0,2016,Compliant,,1.0,
1760 4th Avenue South,376.39999389999997,Office,Warehouse,WA,0.0,2852102.0,118.09999850000001,,2810298.5,7666204565,GREATER DUWAMISH,,NonResidential,False,Seattle,23792,0.0,1760 4th Avenue South,"Non-Refrigerated Warehouse, Office",1989,0.84,2,-122.3281,22992.0,0,119.90000149999999,47.58661,370.89999389999997,98134.0,23792,1.0,,0.0,Non-Refrigerated Warehouse,24354,835903.375,,2016,Compliant,,1.0,800.0
2690 NE University Village Street,206.8000031,Other,Retail Store,WA,1300.129883,3247196.0,68.5,,3424428.0,0925049426,NORTHEAST,,NonResidential,False,Seattle,49965,0.0,EAST BLDG S,"Other, Retail Store",2003,0.59,4,-122.29898,47465.0,0,67.59999847,47.662459999999996,207.8000031,98105.0,49965,2.0,,130013.0,Retail Store,19848,951698.8125,82.0,2016,Compliant,,1.0,2500.0
1411 1st Ave.,61.0,,Worship Facility,WA,8672.850586,219393.0,47.29999924,,1238854.625,1731801135,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,24227,0.0,St. Anne Church & Rectory,Worship Facility,1963,1.96,7,-122.35838999999999,26210.0,0,41.5,47.63159,67.09999847,98119.0,24227,2.0,,867285.0,Worship Facility,20743,64300.39844,55.0,2016,Compliant,,1.0,
2800 1st Avenue  Room 140,68.40000153,,Small- and Mid-Sized Office,WA,0.0,1408291.0,21.79999924,,1408291.375,0654000005,DOWNTOWN,,NonResidential,False,Seattle,64630,0.0,Seattle Labor Temple Association,Office,1942,0.15,7,-122.35176000000001,64630.0,0,21.79999924,47.61683,68.40000153,98121.0,64630,3.0,,0.0,Office,19750,412746.5,96.0,2016,Compliant,,1.0,
4505  39th Ave SW,243.5,Parking,Other,WA,16668.24023,1676726.0,123.6999969,2574.0,3563789.75,0952007220,SOUTHWEST,,NonResidential,False,Seattle,28397,0.0,West Seattle Bowl,"Other - Recreation, Parking, Restaurant",1948,2.41,1,-122.38196,26241.0,13124,116.0,47.56263,251.5,98116.0,41521,1.0,,1666824.0,Other - Recreation,20433,491420.1875,,2016,Compliant,Restaurant,1.0,13124.0
10115 Greenwood Ave N.,31.39999962,,Self-Storage Facility,WA,7868.400390999999,455972.0,19.39999962,,1393424.5,3626039349,NORTHWEST,,NonResidential,False,Seattle,40485,0.0,Greenwood Self Service Storage,Self-Storage Facility,1990,0.63,6,-122.35623000000001,71874.0,31389,17.29999924,47.70281,33.59999847,98133.0,71874,2.0,,786840.0,Self-Storage Facility,24876,133637.7031,,2016,Compliant,,1.0,
3535 Interlake Ave North,18.20000076,,Warehouse,WA,0.0,116487.0,5.8000001910000005,,116486.6016,2264501050,LAKE UNION,,NonResidential,False,Seattle,20140,0.0,Culbertson Warehouse,Non-Refrigerated Warehouse,1957,0.04,4,-122.34173999999999,20140.0,0,5.8000001910000005,47.650220000000004,18.20000076,98103.0,20140,2.0,,0.0,Non-Refrigerated Warehouse,22095,34140.30078,49.0,2016,Compliant,,1.0,
2656 15TH AVE W,9.899999618999999,,Self-Storage Facility,WA,0.0,97690.0,3.200000048,,98862.89844,2770603945,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,30989,0.0,Mahoney Warehouse,Self-Storage Facility,1980,0.02,7,-122.37581000000002,30989.0,0,3.200000048,47.64455,10.0,98119.0,30989,3.0,,0.0,Self-Storage Facility,22547,28631.40039,,2016,Compliant,,1.0,
1215 E Fir St,81.80000305,Office,Warehouse,WA,14659.28027,604078.0,54.70000076,,2298245.25,8061000045,CENTRAL,,NonResidential,False,Seattle,42000,0.0,"Archives, Records and Elections Warehouse","Non-Refrigerated Warehouse, Office",1954,1.95,3,-122.31528999999999,38000.0,0,49.29999924,47.60224,87.0,98122.0,42000,1.0,,1465928.0,Non-Refrigerated Warehouse,24726,177045.0,,2016,Compliant,,1.0,4000.0
401 TERRY AVE N,442.79998780000005,,Laboratory,WA,133249.5156,20388923.0,197.1999969,,34746128.0,1983200200,LAKE UNION,,NonResidential,False,Seattle,129366,0.0,401 Terry (ID470),Laboratory,2003,3.52,7,-122.33753,176171.0,111793,191.3999939,47.62254,449.0,98109.0,241159,4.0,,13324952.0,Laboratory,470,5975651.5,,2016,Compliant,,1.0,
10002 AURORA AVE N,351.7000122,,Supermarket / Grocery Store,WA,24297.25586,4244454.0,149.1000061,,6732712.5,3126049389,NORTHWEST,,NonResidential,False,Seattle,45155,0.0,OAKTREE PLAZA ASSOC,Supermarket/Grocery Store,1986,3.51,5,-122.34409,45155.0,0,147.8000031,47.70224,349.89999389999997,98133.0,45155,1.0,,2429726.0,Supermarket/Grocery Store,24514,1243978.25,6.0,2016,Compliant,,0.0,
600 First Ave,145.3999939,Retail Store,Small- and Mid-Sized Office,WA,616.3200072999999,4116601.0,46.90000153,,4188308.75,0939000150,DOWNTOWN,,NonResidential,False,Seattle,89355,0.0,The Pioneer Building,"Office, Retail Store",1900,0.36,7,-122.33346999999999,82355.0,0,46.79999924,47.60219,145.5,98104.0,89355,6.0,,61632.0,Office,340,1206506.75,66.0,2016,Compliant,,1.0,7000.0
400 North 34th Street,162.3999939,,Large Office,WA,21.48999977,4989211.0,51.70000076,,4991360.5,1972203220,LAKE UNION,,NonResidential,False,Seattle,95426,0.0,Burke Building,Office,1988,0.28,6,-122.35412,96504.0,28645,51.70000076,47.650859999999994,162.3999939,98103.0,124071,3.0,,2149.0,Office,520,1462254.125,73.0,2016,Compliant,,1.0,
820 South Adams Street,114.8000031,,Refrigerated Warehouse,WA,10354.4834,575346.0,70.5,,1777297.75,7886101280,GREATER DUWAMISH,,NonResidential,False,Seattle,25520,0.0,820 South Adams Building: 820 South Adams Street,Refrigerated Warehouse,1957,2.31,2,-122.32149,25200.0,0,63.90000153,47.5668,121.8000031,98108.0,25520,1.0,,1035448.0,Refrigerated Warehouse,24132,168624.4063,100.0,2016,Compliant,,1.0,
428 Westlake Avenue N.,117.3000031,Parking,Large Office,WA,0.0,3238216.0,37.29999924,3027.0,3238216.0,1983200245,LAKE UNION,,NonResidential,False,Seattle,86700,0.0,428 Westlake,"Financial Office, Food Service, Office, Other, Parking",2004,0.16,7,-122.33803999999999,79384.0,52582,37.29999924,47.622859999999996,117.3000031,98109.0,139282,6.0,,0.0,Office,471,949066.6875,96.0,2016,Compliant,Financial Office,1.0,52582.0
5305 Shilshole Ave NW,163.0,Non-Refrigerated Warehouse,Small- and Mid-Sized Office,WA,18948.75977,4291585.0,68.90000153,,6536359.5,0467000429,BALLARD,,NonResidential,False,Seattle,94900,0.0,SBC52,"Non-Refrigerated Warehouse, Office",1961,1.38,6,-122.38476000000001,55586.0,0,65.19999695,47.66587,165.8999939,98107.0,94900,2.0,,1894876.0,Office,52,1257791.75,57.0,2016,Compliant,,1.0,39314.0
1907 3RD AVE,58.0,,Retail Store,WA,0.0,478690.0,18.5,,478690.0938,1977201070,DOWNTOWN,,NonResidential,False,Seattle,25920,0.0,BERGMAN'S LUGGAGE,Retail Store,1916,0.13,7,-122.34011000000001,25920.0,0,18.5,47.61165,58.0,98101.0,25920,2.0,,0.0,Retail Store,21097,140296.0,5.0,2016,Compliant,,1.0,
5303 Shilshole Ave NW,232.3000031,,Small- and Mid-Sized Office,WA,42.38998795,3216396.0,74.0,,3220635.25,0467000420,BALLARD,,NonResidential,False,Seattle,43500,0.0,SBC19613,Office,1979,0.52,6,-122.38476000000001,43495.0,0,74.0,47.66587,232.3000031,98107.0,43500,3.0,,4239.0,Office,19613,942671.6875,46.0,2016,Compliant,,1.0,
2121 West Commodore Way,74.19999695,Retail Store,Warehouse,WA,15288.74121,817697.0,47.70000076,3715.0,2685146.5,2771100415,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,56259,0.0,Seattle Marine & Fishing Supply Co.,"Non-Refrigerated Warehouse, Office, Retail Store",1974,1.54,7,-122.38436999999999,31582.0,0,41.70000076,47.6592,80.5,98199.0,56259,3.0,,1528874.0,Non-Refrigerated Warehouse,735,239653.2969,,2016,Compliant,Office,0.0,20962.0
515 Minor Avenue,310.2999878,Parking,Medical Office,WA,6499.925293,7873601.0,104.90000149999999,,8588643.0,8590900765,EAST,,NonResidential,False,Seattle,89025,0.0,First Hill Medical Building,"Medical Office, Parking",1988,0.47,3,-122.32157,81873.0,99314,104.0999985,47.606629999999996,311.10000610000003,98104.0,188339,5.0,,649993.0,Medical Office,776,2307620.5,15.0,2016,Compliant,,1.0,67000.0
1525 4th Ave,48.79999924,"Personal Services (Health/Beauty, Dry Cleaning, etc)",Other,WA,5324.230469,714939.0,21.60000038,,1239429.75,1975700365,DOWNTOWN,,NonResidential,False,Seattle,57428,0.0,1525 4th Avenue,"Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",1920,0.58,7,-122.33765,51747.0,0,21.70000076,47.61076,48.40000153,98101.0,57428,2.0,,532423.0,Other - Mall,58,209536.5938,,2016,Compliant,,1.0,5681.0
2303 W. Commodore Way,105.3000031,Parking,Small- and Mid-Sized Office,WA,9.760000229,844068.0,33.59999847,,845044.125,2770606573,MAGNOLIA / QUEEN ANNE,,NonResidential,False,Seattle,24472,0.0,Commodore Way,"Office, Parking",2007,0.2,7,-122.38631000000001,25184.0,5680,33.59999847,47.660059999999994,105.3000031,98199.0,30152,4.0,,976.0,Office,22585,247382.2031,96.0,2016,Compliant,,1.0,4968.0
2340 Broadmoor Dr. East,407.10000610000003,Self-Storage Facility,Other,WA,27527.84961,3123654.0,192.8000031,,6014124.0,2125049032,EAST,,NonResidential,False,Seattle,31191,0.0,Broadmoor Golf Club,"Other - Recreation, Self-Storage Facility",1927,5.39,3,-122.29135,30095.0,0,188.3999939,47.64033,407.7999878,98112.0,31191,3.0,,2752785.0,Other - Recreation,21613,915490.5,,2016,Compliant,,1.0,1096.0
1743 1st Ave S,122.8000031,,Small- and Mid-Sized Office,WA,687.9299927000001,859792.0,41.5,,937950.625,7666207100,GREATER DUWAMISH,,NonResidential,False,Seattle,22580,0.0,Guardian Security Systems,Office,1927,0.43,2,-122.33469,22580.0,0,41.09999847,47.586859999999994,122.0,98134.0,22580,1.0,,68793.0,Office,24720,251990.5938,90.0,2016,Compliant,,1.0,
9801 Lake City Way NE,79.80000305,,Retail Store,WA,0.0,526753.0,25.39999962,,526752.8125,5101405300,NORTH,,NonResidential,False,Seattle,20738,0.0,Les Schwab Tire Center #396,Retail Store,1958,0.18,5,-122.3038,20738.0,0,25.39999962,47.70053,79.80000305,98115.0,20738,2.0,,0.0,Retail Store,24172,154382.4063,44.0,2016,Compliant,,1.0,
2301 5th Ave,235.10000609999997,Parking,Large Office,WA,0.0,14913422.0,74.90000153,5322.0,14913424.0,0696000175,DOWNTOWN,,NonResidential,False,Seattle,203880,0.0,5th and Bell,"Office, Other, Other - Restaurant/Bar, Parking",2002,0.36,7,-122.34369,191814.0,83591,74.90000153,47.61598,235.10000609999997,98121.0,287471,6.0,20162011201020092008,0.0,Office,376,4370874.0,74.0,2016,Compliant,Other - Restaurant/Bar,1.0,72178.0
4930 3rd Ave S,91.30000305,,Retail Store,WA,10006.45996,747998.0,53.40000153,,1988034.875,3573700195,GREATER DUWAMISH,,NonResidential,False,Seattle,37247,0.0,Grainger Branch 756,Retail Store,1964,1.57,2,-122.33017,37247.0,0,46.90000153,47.55772,97.19999695,98134.0,37247,1.0,,1000646.0,Retail Store,24781,219225.7969,69.0,2016,Compliant,,1.0,
720 3RD AVE,117.1999969,Parking,Large Office,WA,0.0,8493419.0,39.29999924,,8950688.0,0942000590,DOWNTOWN,,NonResidential,False,Seattle,129000,0.0,Pacific Building,"Office, Parking",1970,0.26,7,-122.33225,227556.0,98556,37.29999924,47.60411,123.5,98104.0,227556,22.0,,0.0,Office,774,2489278.75,95.0,2016,Compliant,,1.0,77887.79688
1433 First Avenue,290.89999389999997,Restaurant,Mixed Use Property,WA,13086.14063,4128496.0,111.0,8199.0,5469793.5,1976200105,DOWNTOWN,,Campus,False,Seattle,49280,0.0,Economy Market,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",1900,1.99,7,-122.33978,15614.0,0,110.3000031,47.60805,293.0,98101.0,49280,2.0,,1308614.0,Retail Store,21478,1209992.875,,2016,Compliant,Social/Meeting Hall,1.0,9240.0
1208 NE 64th st,407.39999389999997,,Other,WA,0.0,6357631.0,129.8999939,,6367210.0,1797500625,NORTHEAST,,NonResidential,False,Seattle,56521,0.0,Lakeview,Other,1941,0.78,4,-122.31533999999999,49000.0,0,129.6999969,47.67524,408.0,98115.0,56521,4.0,,0.0,Other,131,1863315.125,,2016,Compliant,,1.0,
670 S. Weller Street,257.7000122,Restaurant,Hotel,WA,34260.51953,1218294.0,161.3000031,,4644346.0,5247802370,DOWNTOWN,,NonResidential,False,Seattle,28800,0.0,Weller & Second Associates,"Hotel, Restaurant",1908,6.61,2,-122.32394,21600.0,0,161.3000031,47.59766,257.7000122,98104.0,28800,3.0,,3426052.0,Hotel,25709,357061.5,,2016,Compliant,,1.0,7200.0
1701 18TH AVE S,37.7,Parking,Other,WA,3937.0,268361.0,22.9,,764018.0,7548300545,GREATER DUWAMISH,,NonResidential,No,SEATTLE,33332,0.0,ALAN FRIEDMAN BUILDING,"Outpatient Rehabilitation/Physical Therapy, Parking",1966,0.65,2,-122.310103,33332.0,0,19.9,47.58809497,40.9,98144,33332,2.0,,393662.0,Outpatient Rehabilitation/Physical Therapy,25042,78649.0,,2015,Compliant,,1.0,0.0
848 7th Ave S,125.40000149999999,,Other,WA,989.1200562000001,795829.0,45.79999924,,961628.625,8592900285,GREATER DUWAMISH,,Nonresidential COS,False,Seattle,20993,0.0,First Hill Street Car Maintenance Shop,"Repair Services (Vehicle, Shoe, Locksmith, etc)",2014,0.51,2,-122.32333999999999,20983.0,0,44.0,47.59523,129.6999969,98124.0,20993,1.0,,98912.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",49958,233244.0938,,2016,Compliant,,1.0,
105 5th Ave S,338.2999878,Office,Other,WA,24161.04102,6947270.0,132.6999969,,9550716.0,5247801465,DOWNTOWN,,Nonresidential COS,False,Seattle,61156,0.0,Fire Station 10/FAC/EOC,"Office, Other",2006,2.89,2,-122.32785,42755.0,0,130.1000061,47.60112,337.10000610000003,98104.0,61156,4.0,,2416104.0,Other,163,2036128.25,,2016,Compliant,,1.0,29219.0
400 23rd Ave.,120.3000031,,K-12 School,WA,57327.08203,7835065.0,58.20000076,,14810159.0,6840701230,CENTRAL,,SPS-District K-12,True,Seattle,254523,0.0,Garfield High,K-12 School,2008,1.41,3,-122.30156000000001,254523.0,0,53.29999924,47.605979999999995,126.3000031,98122.0,254523,3.0,,5732708.0,K-12 School,175,2296326.25,60.0,2016,Error - Correct Default Data,,1.0,
120 Lakeside,149.1999969,Restaurant,Small- and Mid-Sized Office,WA,0.0,3605750.0,47.5,6662.0,3605749.75,4114601145,CENTRAL,,NonResidential,False,Seattle,75868,0.0,Leschi Lakecenter,"Non-Refrigerated Warehouse, Office, Restaurant, Retail Store",1956,0.33,3,-122.28481000000001,50379.0,0,47.5,47.60207,149.1999969,98122.0,75868,2.0,,0.0,Office,27389,1056784.75,,2016,Compliant,Retail Store,6.0,12622.0
2323 East Cherry St,175.1999969,Fitness Center/Health Club/Gym,Mixed Use Property,WA,10439.51074,769453.0749,99.40000153,3779.0,1993136.625,7544800245,CENTRAL,,Nonresidential COS,False,Seattle,20050,0.0,Garfield Community Center,"Fitness Center/Health Club/Gym, Office, Other - Recreation, Other - Technology/Science",1994,3.03,3,-122.30225,8108.0,0,90.40000153,47.60775,184.6000061,,20050,1.0,,1043951.074,Other - Recreation,50219,225513.7969,,2016,Compliant,Office,1.0,7726.0
1501 Western Avenue,190.1000061,Retail Store,Small- and Mid-Sized Office,WA,5456.27002,2282146.0,70.69999695,3560.0,2877728.5,1976200300,DOWNTOWN,,NonResidential,False,Seattle,40715,0.0,(ID21483) Madore Building,"Non-Refrigerated Warehouse, Office, Retail Store",1915,1.1,7,-122.34156999999999,20895.0,0,69.5,47.60836,193.8999939,98101.0,40715,6.0,,545627.0,Office,21483,668858.625,,2016,Compliant,Non-Refrigerated Warehouse,1.0,16260.0
6136 6th Ave S,55.40000153,,Warehouse,WA,0.0,402051.0,17.60000038,,402051.3125,5367201155,GREATER DUWAMISH,,NonResidential,False,Seattle,22780,0.0,NWCP-SEA Bldg K,Non-Refrigerated Warehouse,1966,0.12,2,-122.3251,22780.0,0,17.60000038,47.54769,55.40000153,98108.0,22780,1.0,,0.0,Non-Refrigerated Warehouse,540,117834.5,33.0,2016,Compliant,,1.0,
140 4th Ave N,874.0999756000001,Office,Mixed Use Property,WA,15665.93945,53506520.0,283.7000122,54184.0,55073120.0,1991200150,LAKE UNION,,NonResidential,False,Seattle,200783,0.0,Fisher Plaza - East Building,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",2001,1.21,7,-122.34857,164332.0,177660,283.7000122,47.61915,874.0999756000001,98109.0,378443,6.0,,1566594.0,Parking,439,15681864.0,100.0,2016,Compliant,Data Center,1.0,108781.0
12645 Stone Ave N,97.0,,Warehouse,WA,0.0,1485946.0,30.39999962,,1463960.0,1926049290,NORTHWEST,,NonResidential,False,Seattle,48112,0.0,Comcast,Non-Refrigerated Warehouse,1972,0.22,5,-122.34328000000001,48112.0,0,30.89999962,47.72183,95.5,98133.0,48112,1.0,,0.0,Non-Refrigerated Warehouse,21219,435505.8125,73.0,2016,Compliant,,1.0,
516 3RD AVE,182.6999969,,Other,WA,206266.3125,24357833.0,87.5,,47023088.0,0942000860,DOWNTOWN,,NonResidential,False,Seattle,540360,0.0,King County Courthouse,Courthouse,1916,2.34,7,-122.33051,537150.0,0,83.69999695,47.60265,186.6999969,98104.0,540360,10.0,,20626631.0,Courthouse,26,7138872.5,76.0,2016,Compliant,,1.0,
3014 NW 67th St.,66.19999695,,Other,WA,10063.95996,844864.0,37.29999924,,2088978.125,3693901110,BALLARD,,NonResidential,False,Seattle,56000,0.0,Webster Building,Other,1973,1.06,6,-122.39631000000001,56000.0,0,33.09999847,47.67767,70.69999695,98117.0,56000,3.0,,1006396.0,Other,228,247615.5938,,2016,Compliant,,1.0,
3849 1st Ave S.,61.0,,Warehouse,WA,0.0,3459542.0,19.39999962,,3459543.0,1824049060,GREATER DUWAMISH,,NonResidential,False,Seattle,179413,0.0,City Commerce Park,Non-Refrigerated Warehouse,1946,0.13,2,-122.3352,178087.0,0,19.39999962,47.56733,61.0,98134.0,179413,1.0,,0.0,Non-Refrigerated Warehouse,811,1013933.875,57.0,2016,Compliant,,1.0,
2601 Fourth Avenue,212.10000609999997,Parking,Large Office,WA,11876.844729999999,8155743.0,77.69999695,,9836703.0,0656000410,DOWNTOWN,,NonResidential,False,Seattle,126370,0.0,Fourth and Vine,"Office, Parking",1975,0.8,7,-122.34791000000001,126648.0,23630,73.80000305,47.61732,218.3000031,98121.0,150000,8.0,2009,1187684.0,Office,749,2390311.5,65.0,2016,Compliant,,1.0,23913.0
